"BARREL","SPECIES","PLANT ID","TOOTHPICK","QUAD","AorD_1","HT_1","FLWR_1","DATE_1","NOTES_1","AorD_2","FLWR_2","DATE_2","NOTES_2","AorD_3","FLWR_3","DATE_3","NOTES_3","AorD_4","FLWR_4","DATE_4","NOTES_4","AorD_5","FLWR_5","DATE_5","NOTES_5","AorD_6","FLWR_6","DATE_6","NOTES_6","AorD_7","FLWR_7","DATE_7","NOTES_7","AorD_8","FLWR_8","Height_8","DATE_8","NOTES_8","AorD_9","FLWR_9","DATE_9","NOTES_9","FLWRTotal","SEEDTotal"
26,"BRTE",150,"BLU D",2,"A","2.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"19",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
26,"ELEL",151,"BLK S",2,"A","3.1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
26,"BRTE",1454,"BLU S",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",7,2023-06-07,NA,"A",9,2023-06-14,NA,"A",9,"22",2023-06-28,NA,"D",9,2023-07-14,NA,9,792
26,"BRTE",1843,"G S",1,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"29",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
26,"BRTE",1455,"BLK S",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"10",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
26,"BRTE",1456,"BLU C",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
26,"BRTE",1457,"BLU D",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
26,"BRTE",1844,"G D",4,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"18",2023-06-28,NA,"D",7,2023-07-14,NA,7,616
26,"ELEL",1458,"BLU S",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"13",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
26,"ELEL",1459,"BLK H",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"19",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
26,"ELEL",1460,"G H",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"21",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
27,"ELEL",153,"R H",2,"A","1.2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"22",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
27,"ELEL",156,"R H",3,"A","4.0999999999999996",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"24",2023-06-28,NA,"A",1,2023-07-14,NA,1,93
27,"LAGL",154,"BLU S",3,"A","0.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",8,2023-06-07,NA,"A",14,2023-06-14,NA,"A",14,"7",2023-06-28,NA,"D",38,2023-07-14,NA,38,1482
27,"LAGL",155,"BLK S",3,"A","0.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",6,2023-06-07,NA,"A",13,2023-06-14,NA,"A",13,"7",2023-06-28,NA,"D",13,2023-07-14,NA,13,507
27,"ELEL",1845,"BLK S",1,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"18",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
27,"ELEL",1461,"BLU D",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
27,"ELEL",1928,"BLK H",2,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,2023-05-03,"NEW","A",0,2023-05-17,NA,"D",0,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
27,"ELEL",1462,"G H",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"9",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
27,"ELEL",1982,"R H",4,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,2023-06-14,"NEW","D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
28,"BRTE",157,"R S",1,"A","0.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"20",2023-06-28,NA,"D",7,2023-07-14,NA,7,616
28,"BRTE",158,"BLK H",1,"A","2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"19",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
28,"BRTE",159,"BLU S",2,"A","2.2999999999999998",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",7,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"24",2023-06-28,NA,"D",6,2023-07-14,NA,7,616
28,"BRTE",160,"BLK S",2,"A","1.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"16",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
28,"BRTE",161,"BLU D",2,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"29",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
28,"BRTE",162,"R C",2,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"24",2023-06-28,NA,"D",3,2023-07-14,NA,3,264
28,"BRTE",163,"BLK S",3,"A","1.1000000000000001",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"D",3,"19",2023-06-28,NA,"D",3,2023-07-14,NA,3,264
28,"BRTE",164,"BLU S",3,"A","2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"D",4,"24",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
28,"BRTE",165,"BLK H",3,"A","1.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
28,"BRTE",166,"G C",3,"A","1.4",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",4,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"21",2023-06-28,NA,"D",9,2023-07-14,NA,9,792
28,"BRTE",167,"BLU C",3,"A","1.3",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
28,"BRTE",1846,"R C",1,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"15",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
28,"BRTE",1847,"BLK C",1,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"12",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
28,"BRTE",1988,"BLU D",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"23",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
28,"BRTE",1989,"BLK H",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"23",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
28,"BRTE",1990,"R H",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
28,"BRTE",1848,"R H",3,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"16",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
28,"BRTE",1971,"R C",3,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,2023-06-07,"NEW","A",0,2023-06-14,NA,"A",0,"14",2023-06-28,NA,"D",0,2023-07-14,NA,0,0
28,"BRTE",1929,"BLK S",4,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,2023-05-03,"NEW","D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
28,"BRTE",1991,"BLU D",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"27",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
29,"BRTE",168,"R D",1,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",1,2023-05-17,NA,"D",1,NA,NA,"D",1,NA,NA,"D",1,NA,2023-06-28,NA,"D",1,2023-07-14,NA,1,88
29,"BRTE",169,"G S",1,"A","1.3",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
29,"BRTE",170,"BLK D",2,"A","2.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",5,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"26",2023-06-28,NA,"D",8,2023-07-14,NA,8,704
29,"BRTE",171,"R C",2,"A","3.9",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"19",2023-06-28,NA,"D",2,2023-07-14,NA,2,176
29,"BRTE",172,"G C",2,"A","3.3",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"23",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
29,"BRTE",173,"BLU D",2,"A","1.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"9",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
29,"BRTE",174,"R C",3,"A","5.0999999999999996",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",5,2023-06-07,NA,"A",5,2023-06-14,NA,"D",5,"28",2023-06-28,NA,"D",5,2023-07-14,NA,5,440
29,"BRTE",175,"BLK H",3,"A","2.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"17",2023-06-28,NA,"D",6,2023-07-14,NA,6,528
29,"BRTE",177,"BLU S",4,"A","2.2999999999999998",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"23",2023-06-28,NA,"D",5,2023-07-14,NA,5,440
29,"BRTE",178,"BLK H",4,"A","0.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"15",2023-06-28,NA,"D",2,2023-07-14,NA,2,176
29,"BRTE",179,"G C",4,"A","0.8",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"D",2,"22",2023-06-28,NA,"D",2,2023-07-14,NA,2,176
29,"LAGL",176,"R S",4,"A","0.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",20,2023-06-07,NA,"A",27,2023-06-14,NA,"A",27,"23",2023-06-28,NA,"D",64,2023-07-14,NA,64,2496
29,"BRTE",1463,"BLU D",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"D",0,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
29,"BRTE",1464,"BLK S",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",2,2023-06-14,NA,"D",2,"16",2023-06-28,NA,"D",2,2023-07-14,NA,2,176
29,"BRTE",1465,"BLU D",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"21",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
30,"ELEL",180,"BLK H",1,"A","1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"18",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
30,"BRTE",182,"BLU S",2,"A","2.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"D",0,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
30,"BRTE",183,"R H",2,"A","3.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"12",2023-06-28,NA,"D",3,2023-07-14,NA,3,264
30,"ELEL",181,"BLK H",2,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"12",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
30,"BRTE",184,"R S",3,"A","1.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"D",2,"27",2023-06-28,NA,"D",2,2023-07-14,NA,2,176
30,"BRTE",185,"BLK S",3,"A","2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"22",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
30,"BRTE",186,"G S",3,"A","2.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",6,2023-06-07,NA,"A",15,2023-06-14,NA,"A",15,"36",2023-06-28,NA,"D",17,2023-07-14,NA,17,1496
30,"BRTE",187,"R C",3,"A","2.4",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"25",2023-06-28,NA,"D",3,2023-07-14,NA,3,264
30,"BRTE",188,"BLU D",3,"A","3.1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",5,2023-06-07,NA,"A",5,2023-06-14,NA,"A",5,"25",2023-06-28,NA,"D",6,2023-07-14,NA,6,528
30,"BRTE",189,"BLK D",3,"A","2.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",8,2023-06-07,NA,"A",8,2023-06-14,NA,"A",8,"19",2023-06-28,NA,"D",11,2023-07-14,NA,11,968
30,"BRTE",190,"BLU S",3,"A","2.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",2,2023-05-17,NA,"A",3,2023-06-07,NA,"A",5,2023-06-14,NA,"A",5,"19",2023-06-28,NA,"D",7,2023-07-14,NA,7,616
30,"ELEL",1466,"BLU S",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"19",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
30,"BRTE",1467,"BLU D",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",7,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"21",2023-06-28,NA,"D",8,2023-07-14,NA,8,704
30,"BRTE",1468,"BLK S",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",8,2023-06-14,NA,"A",8,"17",2023-06-28,NA,"D",9,2023-07-14,NA,9,792
30,"ELEL",1469,"G H",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"17",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
30,"ELEL",1470,"G D",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"10",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
31,"LAGL",191,"BLK S",2,"A","1.2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",15,2023-06-07,NA,"A",29,2023-06-14,NA,"A",29,"18",2023-06-28,NA,"D",64,2023-07-14,NA,64,2496
31,"ELEL",1471,"BLU H",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"19",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
31,"ELEL",1472,"BLU D",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"20",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
31,"ELEL",1473,"BLU S",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"D",0,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
31,"ELEL",1474,"G D",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"21",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
31,"ELEL",1849,"G S",4,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"20",2023-06-28,NA,"A",0,2023-07-14,NA,0,0
33,"LAGL",1850,"BLU D",4,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",7,2023-06-07,NA,"A",13,2023-06-14,NA,"A",13,"10",2023-06-28,NA,"D",26,2023-07-14,NA,26,1014
34,"BRTE",193,"BLU D",1,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",9,2023-06-07,NA,"A",11,2023-06-14,NA,"A",11,"29",2023-06-28,NA,"D",11,2023-07-14,NA,11,968
34,"BRTE",194,"BLK D",2,"A","1.8",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",5,2023-06-14,NA,"A",5,"44",2023-06-28,NA,"D",11,2023-07-14,NA,11,968
34,"BRTE",195,"BLU S",2,"A","1.2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"25",2023-06-28,NA,"D",2,2023-07-14,NA,2,176
34,"BRTE",196,"R S",2,"A","3.1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"20",2023-06-28,NA,"D",1,2023-07-14,NA,1,88
34,"BRTE",197,"BLU D",3,"A","2.8",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"17",2023-06-28,NA,"D",4,2023-07-14,NA,4,352
34,"BRTE",1475,"BLU C",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
34,"ELEL",1476,"G D",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"D",0,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,0,0
