"BARREL","SPECIES","LH","NvI","PLANT ID","TOOTHPICK","QUAD","AorD_1","HT_1","FLWR_1","DATE_1","NOTES_1","AorD_2","FLWR_2","DATE_2","NOTES_2","AorD_3","FLWR_3","DATE_3","NOTES_3","AorD_4","FLWR_4","DATE_4","NOTES_4","AorD_5","FLWR_5","DATE_5","NOTES_5","AorD_6","FLWR_6","DATE_6","NOTES_6","AorD_7","FLWR_7","DATE_7","NOTES_7","AorD_8","FLWR_8","Height_8","DATE_8","NOTES_8","AorD_9","FLWR_9","DATE_9","NOTES_9","VWC_2","VWC_3","VWC_4","VWC_5","VWC_6","VWC_7","VWC_8","VWC_9","FLWRTotal","SEEDTotal"
28,"BRTE","FAST","INVASIVE",161,"BLU D",2,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"29",2023-06-28,NA,"D",4,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,4,352
28,"BRTE","FAST","INVASIVE",162,"R C",2,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"24",2023-06-28,NA,"D",3,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,3,264
28,"BRTE","FAST","INVASIVE",163,"BLK S",3,"A","1.1000000000000001",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"D",3,"19",2023-06-28,NA,"D",3,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,3,264
28,"BRTE","FAST","INVASIVE",164,"BLU S",3,"A","2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"D",4,"24",2023-06-28,NA,"D",4,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,4,352
28,"BRTE","FAST","INVASIVE",165,"BLK H",3,"A","1.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,0,0
28,"BRTE","FAST","INVASIVE",166,"G C",3,"A","1.4",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",4,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"21",2023-06-28,NA,"D",9,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,9,792
28,"BRTE","FAST","INVASIVE",167,"BLU C",3,"A","1.3",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,0,0
28,"BRTE","FAST","INVASIVE",1846,"R C",1,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"15",2023-06-28,NA,"D",1,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,1,88
28,"BRTE","FAST","INVASIVE",1847,"BLK C",1,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"12",2023-06-28,NA,"D",1,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,1,88
28,"BRTE","FAST","INVASIVE",1988,"BLU D",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"23",2023-06-28,NA,"D",1,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,1,88
28,"BRTE","FAST","INVASIVE",1989,"BLK H",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"23",2023-06-28,NA,"D",4,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,4,352
28,"BRTE","FAST","INVASIVE",1990,"R H",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"D",0,2023-05-03,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,0,0
28,"BRTE","FAST","INVASIVE",1848,"R H",3,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"16",2023-06-28,NA,"D",1,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,1,88
28,"BRTE","FAST","INVASIVE",1971,"R C",3,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,2023-06-07,"NEW","A",0,2023-06-14,NA,"A",0,"14",2023-06-28,NA,"D",0,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,0,0
28,"BRTE","FAST","INVASIVE",1929,"BLK S",4,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,2023-05-03,"NEW","D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,0,0
28,"BRTE","FAST","INVASIVE",1991,"BLU D",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"27",2023-06-28,NA,"D",4,2023-07-14,NA,8.4,7.8,14.4,5.9,6.7,11.5,4.1,2.6,4,352
29,"BRTE","FAST","INVASIVE",168,"R D",1,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",1,2023-05-17,NA,"D",1,NA,NA,"D",1,NA,NA,"D",1,NA,2023-06-28,NA,"D",1,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,1,88
29,"BRTE","FAST","INVASIVE",169,"G S",1,"A","1.3",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,0,0
29,"BRTE","FAST","INVASIVE",170,"BLK D",2,"A","2.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",5,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"26",2023-06-28,NA,"D",8,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,8,704
29,"BRTE","FAST","INVASIVE",171,"R C",2,"A","3.9",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"19",2023-06-28,NA,"D",2,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,2,176
29,"BRTE","FAST","INVASIVE",172,"G C",2,"A","3.3",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"23",2023-06-28,NA,"D",4,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,4,352
29,"BRTE","FAST","INVASIVE",173,"BLU D",2,"A","1.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"9",2023-06-28,NA,"D",1,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,1,88
29,"BRTE","FAST","INVASIVE",174,"R C",3,"A","5.0999999999999996",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",5,2023-06-07,NA,"A",5,2023-06-14,NA,"D",5,"28",2023-06-28,NA,"D",5,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,5,440
29,"BRTE","FAST","INVASIVE",175,"BLK H",3,"A","2.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"17",2023-06-28,NA,"D",6,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,6,528
29,"BRTE","FAST","INVASIVE",177,"BLU S",4,"A","2.2999999999999998",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"23",2023-06-28,NA,"D",5,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,5,440
29,"BRTE","FAST","INVASIVE",178,"BLK H",4,"A","0.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"15",2023-06-28,NA,"D",2,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,2,176
29,"BRTE","FAST","INVASIVE",179,"G C",4,"A","0.8",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"D",2,"22",2023-06-28,NA,"D",2,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,2,176
29,"LAGL","FAST","NATIVE",176,"R S",4,"A","0.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",20,2023-06-07,NA,"A",27,2023-06-14,NA,"A",27,"23",2023-06-28,NA,"D",64,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,64,2496
29,"BRTE","FAST","INVASIVE",1463,"BLU D",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"D",0,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,0,0
29,"BRTE","FAST","INVASIVE",1464,"BLK S",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",2,2023-06-14,NA,"D",2,"16",2023-06-28,NA,"D",2,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,2,176
29,"BRTE","FAST","INVASIVE",1465,"BLU D",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"21",2023-06-28,NA,"D",4,2023-07-14,NA,7.6,6.3,14.9,7,5.9,11.3,6.1,3,4,352
30,"ELEL","MEDIUM","NATIVE",180,"BLK H",1,"A","1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"18",2023-06-28,NA,"A",0,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,0,0
30,"BRTE","FAST","INVASIVE",182,"BLU S",2,"A","2.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"D",0,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,0,0
30,"BRTE","FAST","INVASIVE",183,"R H",2,"A","3.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"12",2023-06-28,NA,"D",3,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,3,264
30,"ELEL","MEDIUM","NATIVE",181,"BLK H",2,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"12",2023-06-28,NA,"A",0,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,0,0
30,"BRTE","FAST","INVASIVE",184,"R S",3,"A","1.6",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"D",2,"27",2023-06-28,NA,"D",2,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,2,176
30,"BRTE","FAST","INVASIVE",185,"BLK S",3,"A","2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"22",2023-06-28,NA,"D",1,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,1,88
30,"BRTE","FAST","INVASIVE",186,"G S",3,"A","2.5",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",6,2023-06-07,NA,"A",15,2023-06-14,NA,"A",15,"36",2023-06-28,NA,"D",17,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,17,1496
30,"BRTE","FAST","INVASIVE",187,"R C",3,"A","2.4",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"25",2023-06-28,NA,"D",3,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,3,264
30,"BRTE","FAST","INVASIVE",188,"BLU D",3,"A","3.1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",5,2023-06-07,NA,"A",5,2023-06-14,NA,"A",5,"25",2023-06-28,NA,"D",6,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,6,528
30,"BRTE","FAST","INVASIVE",189,"BLK D",3,"A","2.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",8,2023-06-07,NA,"A",8,2023-06-14,NA,"A",8,"19",2023-06-28,NA,"D",11,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,11,968
30,"BRTE","FAST","INVASIVE",190,"BLU S",3,"A","2.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",2,2023-05-17,NA,"A",3,2023-06-07,NA,"A",5,2023-06-14,NA,"A",5,"19",2023-06-28,NA,"D",7,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,7,616
30,"ELEL","MEDIUM","NATIVE",1466,"BLU S",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"19",2023-06-28,NA,"A",0,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,0,0
30,"BRTE","FAST","INVASIVE",1467,"BLU D",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",7,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"21",2023-06-28,NA,"D",8,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,8,704
30,"BRTE","FAST","INVASIVE",1468,"BLK S",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",8,2023-06-14,NA,"A",8,"17",2023-06-28,NA,"D",9,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,9,792
30,"ELEL","MEDIUM","NATIVE",1469,"G H",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"17",2023-06-28,NA,"A",0,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,0,0
30,"ELEL","MEDIUM","NATIVE",1470,"G D",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"10",2023-06-28,NA,"A",0,2023-07-14,NA,8.6,6.4,14.6,6.2,6.4,10.6,6,2.5,0,0
31,"LAGL","FAST","NATIVE",191,"BLK S",2,"A","1.2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",15,2023-06-07,NA,"A",29,2023-06-14,NA,"A",29,"18",2023-06-28,NA,"D",64,2023-07-14,NA,7.9,5.7,12.9,6.1,6.4,9.2,5.4,2.6,64,2496
31,"ELEL","MEDIUM","NATIVE",1471,"BLU H",1,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"19",2023-06-28,NA,"A",0,2023-07-14,NA,7.9,5.7,12.9,6.1,6.4,9.2,5.4,2.6,0,0
31,"ELEL","MEDIUM","NATIVE",1472,"BLU D",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"20",2023-06-28,NA,"A",0,2023-07-14,NA,7.9,5.7,12.9,6.1,6.4,9.2,5.4,2.6,0,0
31,"ELEL","MEDIUM","NATIVE",1473,"BLU S",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"D",0,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,7.9,5.7,12.9,6.1,6.4,9.2,5.4,2.6,0,0
31,"ELEL","MEDIUM","NATIVE",1474,"G D",4,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"21",2023-06-28,NA,"A",0,2023-07-14,NA,7.9,5.7,12.9,6.1,6.4,9.2,5.4,2.6,0,0
31,"ELEL","MEDIUM","NATIVE",1849,"G S",4,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"20",2023-06-28,NA,"A",0,2023-07-14,NA,7.9,5.7,12.9,6.1,6.4,9.2,5.4,2.6,0,0
33,"LAGL","FAST","NATIVE",1850,"BLU D",4,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",1,2023-05-17,NA,"A",7,2023-06-07,NA,"A",13,2023-06-14,NA,"A",13,"10",2023-06-28,NA,"D",26,2023-07-14,NA,7.1,6.6,14.9,7.7,6.7,11.3,5.4,3.9,26,1014
34,"BRTE","FAST","INVASIVE",193,"BLU D",1,"A","1.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",9,2023-06-07,NA,"A",11,2023-06-14,NA,"A",11,"29",2023-06-28,NA,"D",11,2023-07-14,NA,7.9,5.8,13.3,6.1,6.9,11.2,3.9,2.6,11,968
34,"BRTE","FAST","INVASIVE",194,"BLK D",2,"A","1.8",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",5,2023-06-14,NA,"A",5,"44",2023-06-28,NA,"D",11,2023-07-14,NA,7.9,5.8,13.3,6.1,6.9,11.2,3.9,2.6,11,968
34,"BRTE","FAST","INVASIVE",195,"BLU S",2,"A","1.2",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"25",2023-06-28,NA,"D",2,2023-07-14,NA,7.9,5.8,13.3,6.1,6.9,11.2,3.9,2.6,2,176
34,"BRTE","FAST","INVASIVE",196,"R S",2,"A","3.1",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"20",2023-06-28,NA,"D",1,2023-07-14,NA,7.9,5.8,13.3,6.1,6.9,11.2,3.9,2.6,1,88
34,"BRTE","FAST","INVASIVE",197,"BLU D",3,"A","2.8",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"17",2023-06-28,NA,"D",4,2023-07-14,NA,7.9,5.8,13.3,6.1,6.9,11.2,3.9,2.6,4,352
34,"BRTE","FAST","INVASIVE",1475,"BLU C",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"D",0,2023-05-17,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,7.9,5.8,13.3,6.1,6.9,11.2,3.9,2.6,0,0
34,"ELEL","MEDIUM","NATIVE",1476,"G D",2,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"D",0,2023-06-08,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,7.9,5.8,13.3,6.1,6.9,11.2,3.9,2.6,0,0
34,"BRTE","FAST","INVASIVE",1477,"G S",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",2,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"18",2023-06-28,NA,"D",3,2023-07-14,NA,7.9,5.8,13.3,6.1,6.9,11.2,3.9,2.6,3,264
34,"BRTE","FAST","INVASIVE",1478,"BLK H",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",3,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"31",2023-06-28,NA,"D",7,2023-07-14,NA,7.9,5.8,13.3,6.1,6.9,11.2,3.9,2.6,7,616
34,"BRTE","FAST","INVASIVE",1479,"BLU H",3,"NA",NA,0,NA,NA,"A",0,2023-04-06,"NEW","A",0,2023-04-19,NA,"A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"22",2023-06-28,NA,"D",1,2023-07-14,NA,7.9,5.8,13.3,6.1,6.9,11.2,3.9,2.6,1,88
34,"BRTE","FAST","INVASIVE",1851,"G D",3,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-19,"NEW","A",0,2023-05-03,NA,"A",0,2023-05-17,NA,"A",4,2023-06-07,NA,"A",10,2023-06-14,NA,"A",10,"28",2023-06-28,NA,"D",12,2023-07-14,NA,7.9,5.8,13.3,6.1,6.9,11.2,3.9,2.6,12,1056
36,"BRTE","FAST","INVASIVE",198,"BLU S",2,"A","0.9",0,2023-03-17,"NEW","D",0,2023-04-06,NA,"D",0,2023-04-19,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.3,6.3,14.9,6.4,7.2,10.5,5.3,3.2,0,0
36,"BRTE","FAST","INVASIVE",199,"BLU D",3,"A","2.7",0,2023-03-17,"NEW","A",0,2023-04-06,NA,"A",0,2023-04-19,NA,"A",1,2023-05-03,NA,"A",2,2023-05-17,NA,"A",8,2023-06-07,NA,"A",14,2023-06-14,NA,"A",14,"15",2023-06-28,NA,"D",14,2023-07-14,NA,8.3,6.3,14.9,6.4,7.2,10.5,5.3,3.2,14,1232
